#Measurement:		CV
#Sensor type:		HPK_6in_256
#Invert polarity:		0
#Needle measurement:	0
#Identifier:		open_correction_small_steps
#Timestamp:		2.8.2017 21:17 
#Voltage delay:		20.0 s
#Switch delay:		0.3 s
#Compliance level:		0.00 uA
#Voltage limit:		1000.0 V
#LCR freq.:		50000 Hz
#LCR voltg.:		0.50 V
#Repeat:			1
#Sampling number:		3
#Source as DMM:		0
#Custom channels:		
#VISA source:		Source_2410
#VISA DMM:		KEITHLEY_6487
#VISA LCR:		LCR_E4980
#HexPlot cmd:		HexPlot.exe -i "C:\Users\Administrator\cernbox\HGCAL test results\Data\HPK_6in_256_open_correction_small_steps\HPK_6in_256_open_correction_small_steps_CV.txt" -o  "C:\Users\Administrator\cernbox\HGCAL test results\Data\HPK_6in_256_open_correction_small_steps\HPK_6in_256_open_correction_small_steps_CV.pdf" -CV  -p HEX -ys 1  -select -250  -if SELECTOR:PADNUM:VAL -pn 0  -g "C:\Users\Administrator\Desktop\HGCAL_sensor_tests\geo\hex_positions_HPK_256ch_6inch_testcap.txt"
#HexPlot on matrix cmd:	HexPlot.exe -i "C:\Users\Administrator\cernbox\HGCAL test results\Data\HPK_6in_256_open_correction_small_steps\HPK_6in_256_open_correction_small_steps_CV.txt" -o  "C:\Users\Administrator\cernbox\HGCAL test results\Data\HPK_6in_256_open_correction_small_steps\HPK_6in_256_open_correction_small_steps_CV.pdf" -CV  -p HEX -ys 1  -select -250  -if SELECTOR:PADNUM:VAL -pn 0  -g "C:\Users\Administrator\Desktop\HGCAL_sensor_tests\geo\switch_matrix.txt" -m "C:\Users\Administrator\Desktop\HGCAL_sensor_tests\maps\Probe_card_HPK_6in_256ch.txt" 
#Comments:		

#Voltage	#Channel	#Cp        	#Error      	#Tot. curr.	#Act. vlt.	#Time   	#Temp	#Hum.	#Cs        	#Error     	#Impedance 	#Error      	#Phase      	#Error     	#Cp uncorr.	#Cs uncorr.
#[V]    	#       	#[pF]      	#[pF]       	#[nA]      	#[V]      	#[s]    	#[C] 	#[%] 	#[pF]      	#[pF]      	#[Ohm]     	#[Ohm]      	#[Rad]      	#[Rad]     	#[pF]      	#[pF]      
-95.0   	231     	4.819820E+1	2.898185E-7 	2.93E+0    	-94.98    	16303.33	22.7 	45.5 	6.614348E+1	1.182448E-3	5.637560E+4	6.557439E-1 	-1.022923E+0	1.527525E-5	4.819820E+1	6.614348E+1
-95.0   	232     	4.776709E+1	2.974280E-7 	2.93E+0    	-94.98    	16305.59	22.7 	45.5 	6.507344E+1	4.739216E-4	5.709313E+4	1.527525E-1 	-1.028967E+0	1.527525E-5	4.776709E+1	6.507344E+1
-95.0   	233     	4.717663E+1	2.716545E-8 	2.93E+0    	-94.98    	16306.48	22.7 	45.5 	6.448336E+1	5.590959E-4	5.771157E+4	1.527525E-1 	-1.026210E+0	1.000000E-5	4.717663E+1	6.448336E+1
-95.0   	234     	4.838013E+1	6.551814E-8 	2.93E+0    	-94.98    	16307.40	22.7 	45.5 	6.677323E+1	1.302174E-3	5.600353E+4	4.041452E-1 	-1.018270E+0	2.000000E-5	4.838013E+1	6.677323E+1
-95.0   	235     	4.959882E+1	6.683074E-7 	2.93E+0    	-94.98    	16308.31	22.7 	45.5 	6.852683E+1	6.246586E-4	5.459893E+4	5.131601E-1 	-1.017423E+0	1.527525E-5	4.959882E+1	6.852683E+1
-95.0   	236     	4.058481E+1	6.231102E-7 	2.93E+0    	-94.98    	16309.23	22.7 	45.5 	5.265405E+1	1.145561E-3	6.885770E+4	1.300000E+0 	-1.071547E+0	1.527525E-5	4.058481E+1	5.265405E+1
-95.0   	237     	4.164991E+1	3.888078E-7 	2.93E+0    	-94.98    	16310.13	22.7 	45.5 	5.452468E+1	8.162939E-4	6.679540E+4	1.000000E+0 	-1.063370E+0	0.000000E+0	4.164991E+1	5.452468E+1
-95.0   	238     	4.544633E+1	2.632151E-7 	2.93E+0    	-94.98    	16311.02	22.7 	45.5 	6.084061E+1	7.836346E-4	6.053463E+4	6.429101E-1 	-1.043710E+0	1.000000E-5	4.544633E+1	6.084061E+1
-95.0   	239     	4.693385E+1	1.154955E-6 	2.93E+0    	-94.98    	16311.93	22.7 	45.5 	6.390883E+1	6.715374E-4	5.812013E+4	7.637626E-1 	-1.029350E+0	2.000000E-5	4.693385E+1	6.390883E+1
-95.0   	240     	5.551098E+1	1.459070E-7 	2.93E+0    	-94.98    	16312.84	22.7 	45.5 	1.224051E+2	1.671700E-4	3.861543E+4	1.154701E-1 	-7.388330E-1	3.605551E-6	5.551098E+1	1.224051E+2
-95.0   	241     	5.413631E+1	9.447151E-7 	2.12E+0    	-94.98    	16313.73	22.7 	45.5 	6.753274E+1	1.212484E-3	5.264397E+4	9.451631E-1 	-1.109190E+0	0.000000E+0	5.413631E+1	6.753274E+1
-95.0   	242     	5.879352E+1	7.196844E-7 	2.12E+0    	-94.98    	16315.98	22.7 	45.5 	7.225937E+1	2.524656E-4	4.883580E+4	4.358899E-1 	-1.124433E+0	1.154701E-5	5.879352E+1	7.225937E+1
-95.0   	243     	6.472641E+1	4.807636E-7 	2.12E+0    	-94.98    	16316.89	22.7 	45.5 	7.886996E+1	4.378007E-4	4.455060E+4	3.605551E-1 	-1.133523E+0	5.773503E-6	6.472641E+1	7.886996E+1
-95.0   	244     	7.366917E+1	1.446201E-6 	2.12E+0    	-94.98    	16317.80	22.7 	45.5 	8.968555E+1	1.908164E-4	3.916030E+4	3.605551E-1 	-1.134493E+0	1.527525E-5	7.366917E+1	8.968555E+1
-95.0   	245     	8.982815E+1	3.756304E-6 	2.12E+0    	-94.98    	16318.73	22.7 	45.5 	1.118919E+2	2.096445E-3	3.175007E+4	6.350853E-1 	-1.110673E+0	5.773503E-6	8.982815E+1	1.118919E+2
-95.0   	246     	9.761812E+1	1.142155E-7 	2.12E+0    	-94.98    	16319.63	22.7 	45.5 	1.244039E+2	4.306914E-4	2.888470E+4	1.000000E-1 	-1.088270E+0	0.000000E+0	9.761812E+1	1.244039E+2
-95.0   	247     	1.142661E+2	3.761246E-7 	2.12E+0    	-94.98    	16320.52	22.7 	45.5 	1.610832E+2	5.249142E-4	2.346207E+4	5.773503E-2 	-1.001417E+0	5.773503E-6	1.142661E+2	1.610832E+2
-95.0   	248     	1.244799E+2	1.275468E-6 	2.12E+0    	-94.98    	16321.43	22.7 	45.5 	2.795632E+2	2.094807E-3	1.706320E+4	1.000000E-1 	-7.305540E-1	5.291503E-6	1.244799E+2	2.795632E+2
-100.0  	1       	3.996374E+1	2.649778E-7 	-3.14E+0   	-99.98    	16342.87	22.7 	45.5 	5.171799E+1	6.661627E-4	7.001583E+4	9.018500E-1 	-1.073860E+0	0.000000E+0	3.996374E+1	5.171799E+1
-100.0  	2       	3.952765E+1	5.510466E-8 	-2.56E+0   	-99.98    	16345.07	22.7 	45.5 	5.097927E+1	6.972890E-4	7.090923E+4	6.429101E-1 	-1.077020E+0	1.000000E-5	3.952765E+1	5.097927E+1
-100.0  	3       	3.905121E+1	1.000294E-7 	-2.23E+0   	-99.98    	16347.33	22.7 	45.5 	5.034132E+1	6.276908E-4	7.179110E+4	7.211103E-1 	-1.077453E+0	5.773503E-6	3.905121E+1	5.034132E+1
-100.0  	4       	4.262819E+1	3.632617E-9 	-2.51E+0   	-99.98    	16349.58	22.7 	45.5 	5.592178E+1	1.311725E-3	6.519453E+4	8.020806E-1 	-1.061500E+0	2.000000E-5	4.262819E+1	5.592178E+1
-100.0  	5       	4.031447E+1	1.303393E-8 	-2.07E+0   	-99.98    	16351.83	22.7 	45.5 	5.227938E+1	8.420907E-4	6.933530E+4	5.567764E-1 	-1.071967E+0	1.527525E-5	4.031447E+1	5.227938E+1
-100.0  	6       	4.153080E+1	6.987899E-8 	-1.81E+0   	-99.98    	16354.08	22.7 	45.5 	5.415107E+1	8.723593E-4	6.712147E+4	7.023769E-1 	-1.066993E+0	1.154701E-5	4.153080E+1	5.415107E+1
-100.0  	7       	4.201625E+1	2.090046E-7 	-1.99E+0   	-99.98    	16356.35	22.7 	45.5 	5.498939E+1	1.403265E-4	6.622197E+4	3.055050E-1 	-1.063613E+0	1.154701E-5	4.201625E+1	5.498939E+1
-100.0  	8       	4.307274E+1	1.338809E-7 	-1.81E+0   	-99.98    	16358.59	22.7 	45.5 	5.666937E+1	5.364318E-4	6.442800E+4	1.732051E-1 	-1.058907E+0	1.527525E-5	4.307274E+1	5.666937E+1
-100.0  	9       	4.140698E+1	3.500501E-7 	-1.35E+0   	-99.98    	16360.86	22.7 	45.5 	5.404268E+1	9.818019E-4	6.728913E+4	1.078579E+0 	-1.066103E+0	5.773503E-6	4.140698E+1	5.404268E+1
-100.0  	10      	4.282774E+1	6.779057E-7 	-1.32E+0   	-99.98    	16363.10	22.7 	45.5 	5.632235E+1	1.346652E-3	6.481077E+4	1.184624E+0 	-1.059297E+0	2.081666E-5	4.282774E+1	5.632235E+1
-100.0  	11      	4.271719E+1	1.145233E-7 	-1.11E+0   	-99.98    	16365.36	22.7 	45.5 	5.612449E+1	1.866001E-4	6.500887E+4	1.527525E-1 	-1.060130E+0	1.000000E-5	4.271719E+1	5.612449E+1
-100.0  	12      	4.115982E+1	3.255243E-8 	-1.11E+0   	-99.98    	16367.61	22.7 	45.5 	5.349389E+1	5.762769E-4	6.783617E+4	4.163332E-1 	-1.069940E+0	1.000000E-5	4.115982E+1	5.349389E+1
-100.0  	13      	4.108992E+1	4.245910E-7 	-1.11E+0   	-99.98    	16368.52	22.7 	45.5 	5.336995E+1	4.770576E-4	6.797263E+4	6.658328E-1 	-1.070507E+0	1.527525E-5	4.108992E+1	5.336995E+1
-100.0  	14      	4.212784E+1	2.346783E-7 	-1.11E+0   	-99.98    	16369.42	22.7 	45.5 	5.522327E+1	3.067303E-4	6.599400E+4	5.567764E-1 	-1.062183E+0	5.773503E-6	4.212784E+1	5.522327E+1
-100.0  	15      	4.314352E+1	5.851505E-8 	-1.11E+0   	-99.98    	16370.33	22.7 	45.5 	5.665142E+1	4.996480E-4	6.438533E+4	2.309401E-1 	-1.060653E+0	1.154701E-5	4.314352E+1	5.665142E+1
-100.0  	16      	4.143229E+1	2.746773E-7 	-1.11E+0   	-99.98    	16371.23	22.7 	45.5 	5.409624E+1	6.842889E-4	6.723527E+4	8.504901E-1 	-1.065760E+0	0.000000E+0	4.143229E+1	5.409624E+1
-100.0  	17      	3.992265E+1	2.620442E-7 	-1.11E+0   	-99.98    	16372.14	22.7 	45.5 	5.174628E+1	1.552192E-4	7.003270E+4	5.291503E-1 	-1.072410E+0	1.000000E-5	3.992265E+1	5.174628E+1
-100.0  	18      	4.042957E+1	3.094028E-7 	-1.11E+0   	-99.98    	16373.04	22.7 	45.5 	5.254751E+1	7.904638E-4	6.905967E+4	9.712535E-1 	-1.069893E+0	5.773503E-6	4.042957E+1	5.254751E+1
-100.0  	19      	4.267028E+1	3.192493E-7 	-1.11E+0   	-99.98    	16373.94	22.7 	45.5 	5.601017E+1	7.416626E-4	6.511093E+4	8.621678E-1 	-1.060970E+0	0.000000E+0	4.267028E+1	5.601017E+1
-100.0  	20      	4.039377E+1	1.096131E-7 	-1.11E+0   	-99.98    	16374.87	22.7 	45.5 	5.232296E+1	7.165157E-4	6.923837E+4	7.505553E-1 	-1.073007E+0	5.773503E-6	4.039377E+1	5.232296E+1
-100.0  	21      	4.166100E+1	4.344753E-7 	-4.77E-1   	-99.98    	16375.77	22.7 	45.5 	5.435820E+1	8.600387E-4	6.688870E+4	1.058301E+0 	-1.066370E+0	0.000000E+0	4.166100E+1	5.435820E+1
-100.0  	22      	4.385776E+1	3.523802E-7 	-4.77E-1   	-99.98    	16378.02	22.7 	45.5 	5.773399E+1	4.194444E-4	6.325737E+4	5.507571E-1 	-1.058417E+0	1.154701E-5	4.385776E+1	5.773399E+1
-100.0  	23      	4.256598E+1	2.389197E-7 	-4.77E-1   	-99.98    	16378.93	22.7 	45.5 	5.572889E+1	6.799895E-4	6.535497E+4	4.509250E-1 	-1.063290E+0	1.732051E-5	4.256598E+1	5.572889E+1
-100.0  	24      	4.068581E+1	4.072296E-7 	-4.77E-1   	-99.98    	16379.83	22.7 	45.5 	5.271997E+1	5.760793E-4	6.872917E+4	8.504901E-1 	-1.072680E+0	1.000000E-5	4.068581E+1	5.271997E+1
-100.0  	25      	4.341187E+1	3.244311E-7 	-4.77E-1   	-99.98    	16380.73	22.7 	45.5 	5.716311E+1	1.513065E-3	6.389810E+4	1.216553E+0 	-1.058167E+0	1.527525E-5	4.341187E+1	5.716311E+1
-100.0  	26      	4.117383E+1	2.648597E-7 	-4.77E-1   	-99.98    	16381.64	22.7 	45.5 	5.361043E+1	2.458721E-4	6.775087E+4	2.886751E-1 	-1.068267E+0	1.527525E-5	4.117383E+1	5.361043E+1
-100.0  	27      	4.253439E+1	7.627611E-8 	-4.77E-1   	-99.98    	16382.56	22.7 	45.5 	5.587659E+1	7.241730E-4	6.529277E+4	6.350853E-1 	-1.060253E+0	5.773503E-6	4.253439E+1	5.587659E+1
-100.0  	28      	4.207038E+1	8.769825E-9 	-4.77E-1   	-99.98    	16383.47	22.7 	45.5 	5.518509E+1	5.219900E-4	6.606190E+4	2.645751E-1 	-1.061580E+0	1.000000E-5	4.207038E+1	5.518509E+1
-100.0  	29      	4.157726E+1	5.519495E-7 	-4.77E-1   	-99.98    	16384.39	22.7 	45.5 	5.432438E+1	6.494501E-4	6.697687E+4	9.237604E-1 	-1.065113E+0	1.154701E-5	4.157726E+1	5.432438E+1
-100.0  	30      	4.193465E+1	8.205474E-7 	-4.77E-1   	-99.98    	16385.28	22.7 	45.5 	5.482373E+1	1.025219E-3	6.638643E+4	1.289703E+0 	-1.064580E+0	1.000000E-5	4.193465E+1	5.482373E+1
-100.0  	31      	4.252162E+1	7.681350E-7 	-9.99E-1   	-99.98    	16386.18	22.7 	45.5 	5.578738E+1	1.010318E-3	6.535477E+4	1.250333E+0 	-1.061413E+0	5.773503E-6	4.252162E+1	5.578738E+1
-100.0  	32      	4.091090E+1	8.446588E-8 	-9.99E-1   	-99.98    	16388.46	22.7 	45.5 	5.320729E+1	3.354665E-4	6.822523E+4	4.041452E-1 	-1.069307E+0	5.773503E-6	4.091090E+1	5.320729E+1
-100.0  	33      	4.085439E+1	1.878596E-6 	-9.99E-1   	-99.98    	16389.37	22.7 	45.5 	5.313458E+1	1.551567E-3	6.831910E+4	2.137756E+0 	-1.069293E+0	5.773503E-6	4.085439E+1	5.313458E+1
-100.0  	34      	4.188223E+1	3.872880E-7 	-9.99E-1   	-99.98    	16390.28	22.7 	45.5 	5.460086E+1	6.414162E-4	6.656340E+4	8.660254E-1 	-1.067133E+0	5.773503E-6	4.188223E+1	5.460086E+1
-100.0  	35      	4.193146E+1	7.582205E-7 	-9.99E-1   	-99.98    	16391.18	22.7 	45.5 	5.465060E+1	1.036140E-3	6.649403E+4	1.305118E+0 	-1.067373E+0	5.773503E-6	4.193146E+1	5.465060E+1
-100.0  	36      	4.423208E+1	2.902760E-7 	-9.99E-1   	-99.98    	16392.10	22.7 	45.5 	5.838813E+1	1.087754E-3	6.263530E+4	9.643651E-1 	-1.055963E+0	5.773503E-6	4.423208E+1	5.838813E+1
-100.0  	37      	4.312698E+1	1.801525E-7 	-9.99E-1   	-99.98    	16393.02	22.7 	45.5 	5.665783E+1	3.786699E-4	6.439403E+4	4.041452E-1 	-1.060210E+0	1.000000E-5	4.312698E+1	5.665783E+1
-100.0  	38      	4.142806E+1	8.224598E-8 	-9.99E-1   	-99.98    	16393.92	22.7 	45.5 	5.405228E+1	8.645361E-4	6.726603E+4	7.094599E-1 	-1.066403E+0	1.154701E-5	4.142806E+1	5.405228E+1
-100.0  	39      	4.020835E+1	1.695198E-7 	-9.99E-1   	-99.98    	16394.83	22.7 	45.5 	5.210393E+1	3.782958E-4	6.954353E+4	5.773503E-1 	-1.072633E+0	5.773503E-6	4.020835E+1	5.210393E+1
-100.0  	40      	4.074870E+1	2.803916E-7 	-9.99E-1   	-99.98    	16395.72	22.7 	45.5 	5.299480E+1	4.522467E-4	6.849780E+4	7.211103E-1 	-1.069333E+0	5.773503E-6	4.074870E+1	5.299480E+1
-100.0  	41      	4.222233E+1	1.548449E-8 	-3.15E-1   	-99.98    	16396.64	22.7 	45.5 	5.542445E+1	5.523952E-4	6.580037E+4	2.309401E-1 	-1.060933E+0	1.154701E-5	4.222233E+1	5.542445E+1
-100.0  	42      	4.167426E+1	3.489188E-7 	-3.15E-1   	-99.98    	16398.88	22.7 	45.5 	5.453211E+1	6.942633E-4	6.677133E+4	8.736895E-1 	-1.063773E+0	5.773503E-6	4.167426E+1	5.453211E+1
-100.0  	43      	4.227640E+1	3.476895E-7 	-3.15E-1   	-99.98    	16399.78	22.7 	45.5 	5.545224E+1	1.218997E-3	6.574180E+4	1.153256E+0 	-1.061630E+0	1.000000E-5	4.227640E+1	5.545224E+1
-100.0  	44      	4.170044E+1	3.863155E-7 	-3.15E-1   	-99.98    	16400.69	22.7 	45.5 	5.451028E+1	8.124767E-4	6.676373E+4	9.237604E-1 	-1.064700E+0	1.000000E-5	4.170044E+1	5.451028E+1
-100.0  	45      	4.143526E+1	3.986387E-8 	-3.15E-1   	-99.98    	16401.59	22.7 	45.5 	5.389734E+1	1.330533E-3	6.735680E+4	6.928203E-1 	-1.069170E+0	2.645751E-5	4.143526E+1	5.389734E+1
-100.0  	46      	4.424434E+1	1.444721E-7 	-3.15E-1   	-99.98    	16402.49	22.7 	45.5 	5.857090E+1	3.278603E-4	6.252883E+4	4.041452E-1 	-1.053453E+0	5.773503E-6	4.424434E+1	5.857090E+1
-100.0  	47      	4.210538E+1	4.014547E-8 	-3.15E-1   	-99.98    	16403.42	22.7 	45.5 	5.496130E+1	3.683357E-4	6.616873E+4	3.214550E-1 	-1.065987E+0	5.773503E-6	4.210538E+1	5.496130E+1
-100.0  	48      	4.463003E+1	2.450149E-7 	-3.15E-1   	-99.98    	16404.31	22.7 	45.5 	5.897264E+1	4.413356E-4	6.204563E+4	5.507571E-1 	-1.055077E+0	5.773503E-6	4.463003E+1	5.897264E+1
-100.0  	49      	4.261709E+1	1.570777E-7 	-3.15E-1   	-99.98    	16405.23	22.7 	45.5 	5.571120E+1	8.718018E-4	6.532613E+4	8.144528E-1 	-1.064657E+0	5.773503E-6	4.261709E+1	5.571120E+1
-100.0  	50      	4.265664E+1	1.160293E-7 	-3.15E-1   	-99.98    	16406.13	22.7 	45.5 	5.589443E+1	7.686321E-4	6.518873E+4	7.023769E-1 	-1.062537E+0	5.773503E-6	4.265664E+1	5.589443E+1
-100.0  	51      	4.146069E+1	5.240546E-7 	5.83E-2    	-99.98    	16407.04	22.7 	45.5 	5.384035E+1	7.654574E-4	6.737177E+4	7.505553E-1 	-1.070697E+0	2.081666E-5	4.146069E+1	5.384035E+1
-100.0  	52      	4.442570E+1	1.744010E-7 	5.83E-2    	-99.98    	16409.28	22.7 	45.5 	5.873262E+1	2.313143E-4	6.231510E+4	4.000000E-1 	-1.054627E+0	5.773503E-6	4.442570E+1	5.873262E+1
-100.0  	53      	4.254960E+1	1.350220E-8 	5.83E-2    	-99.98    	16410.18	22.7 	45.5 	5.573659E+1	7.431995E-4	6.536303E+4	5.131601E-1 	-1.062820E+0	1.000000E-5	4.254960E+1	5.573659E+1
-100.0  	54      	4.406143E+1	3.769369E-7 	5.83E-2    	-99.98    	16411.09	22.7 	45.5 	5.834581E+1	1.315783E-3	6.277923E+4	8.386497E-1 	-1.053197E+0	2.309401E-5	4.406143E+1	5.834581E+1
-100.0  	55      	4.097748E+1	2.867692E-7 	5.83E-2    	-99.98    	16412.01	22.7 	45.5 	5.335243E+1	6.278623E-4	6.807700E+4	8.185353E-1 	-1.068307E+0	5.773503E-6	4.097748E+1	5.335243E+1
-100.0  	56      	4.193098E+1	2.360930E-7 	5.83E-2    	-99.98    	16412.92	22.7 	45.5 	5.487779E+1	3.679574E-4	6.635663E+4	4.618802E-1 	-1.063613E+0	1.154701E-5	4.193098E+1	5.487779E+1
-100.0  	57      	4.330425E+1	1.062317E-7 	5.83E-2    	-99.98    	16413.81	22.7 	45.5 	5.712890E+1	5.478564E-4	6.399660E+4	3.605551E-1 	-1.056497E+0	1.154701E-5	4.330425E+1	5.712890E+1
-100.0  	58      	4.109401E+1	1.343240E-6 	5.83E-2    	-99.98    	16414.71	22.7 	45.5 	5.364586E+1	1.063839E-3	6.779423E+4	1.457166E+0 	-1.065907E+0	2.081666E-5	4.109401E+1	5.364586E+1
-100.0  	59      	4.221713E+1	4.328198E-7 	5.83E-2    	-99.98    	16415.64	22.7 	45.5 	5.522714E+1	6.705231E-4	6.592187E+4	8.962886E-1 	-1.064023E+0	5.773503E-6	4.221713E+1	5.522714E+1
-100.0  	60      	4.100920E+1	9.536606E-8 	5.83E-2    	-99.98    	16416.55	22.7 	45.5 	5.340390E+1	5.189407E-4	6.801787E+4	1.527525E-1 	-1.068133E+0	1.527525E-5	4.100920E+1	5.340390E+1
-100.0  	61      	4.635129E+1	3.477971E-7 	6.16E-1    	-99.98    	16417.46	22.7 	45.5 	6.208174E+1	7.898872E-4	5.933860E+4	7.549834E-1 	-1.043300E+0	0.000000E+0	4.635129E+1	6.208174E+1
-100.0  	62      	4.307204E+1	1.327664E-7 	6.16E-1    	-99.98    	16419.70	22.7 	45.5 	5.647127E+1	6.698461E-4	6.454143E+4	2.309401E-1 	-1.062020E+0	1.732051E-5	4.307204E+1	5.647127E+1
-100.0  	63      	4.303884E+1	1.830274E-7 	6.16E-1    	-99.98    	16420.61	22.7 	45.5 	5.662456E+1	5.108174E-4	6.447887E+4	4.932883E-1 	-1.058910E+0	1.000000E-5	4.303884E+1	5.662456E+1
-100.0  	64      	4.496726E+1	8.054126E-8 	6.16E-1    	-99.98    	16421.52	22.7 	45.5 	5.950917E+1	6.843575E-4	6.153327E+4	4.509250E-1 	-1.053730E+0	1.000000E-5	4.496726E+1	5.950917E+1
-100.0  	65      	4.237509E+1	2.983456E-7 	6.16E-1    	-99.98    	16422.41	22.7 	45.5 	5.543665E+1	4.052284E-4	6.567443E+4	4.041452E-1 	-1.063977E+0	1.527525E-5	4.237509E+1	5.543665E+1
-100.0  	66      	4.189026E+1	1.434048E-7 	6.16E-1    	-99.98    	16423.32	22.7 	45.5 	5.471658E+1	1.479238E-3	6.648660E+4	1.178983E+0 	-1.065390E+0	1.732051E-5	4.189026E+1	5.471658E+1
-100.0  	67      	4.289271E+1	2.451788E-7 	6.16E-1    	-99.98    	16424.22	22.7 	45.5 	5.642279E+1	1.191234E-3	6.470400E+4	1.039230E+0 	-1.059060E+0	1.000000E-5	4.289271E+1	5.642279E+1
-100.0  	68      	4.103917E+1	4.157003E-7 	6.16E-1    	-99.98    	16425.15	22.7 	45.5 	5.325496E+1	3.303706E-4	6.808803E+4	7.234178E-1 	-1.071350E+0	1.000000E-5	4.103917E+1	5.325496E+1
-100.0  	69      	4.410413E+1	7.040428E-7 	6.16E-1    	-99.98    	16426.04	22.7 	45.5 	5.842033E+1	3.449531E-4	6.270880E+4	7.810250E-1 	-1.052927E+0	1.154701E-5	4.410413E+1	5.842033E+1
-100.0  	70      	4.374186E+1	1.066203E-7 	6.16E-1    	-99.98    	16426.95	22.7 	45.5 	5.775365E+1	2.581316E-4	6.333033E+4	1.527525E-1 	-1.055770E+0	1.000000E-5	4.374186E+1	5.775365E+1
-100.0  	71      	4.315248E+1	7.523194E-7 	8.17E-1    	-99.98    	16427.86	22.7 	45.5 	5.687857E+1	8.144599E-4	6.424997E+4	1.101514E+0 	-1.057277E+0	5.773503E-6	4.315248E+1	5.687857E+1
-100.0  	72      	4.204184E+1	1.039568E-7 	8.17E-1    	-99.98    	16430.10	22.7 	45.5 	5.521882E+1	1.132153E-3	6.606413E+4	9.291573E-1 	-1.060427E+0	1.154701E-5	4.204184E+1	5.521882E+1
-100.0  	73      	4.494403E+1	7.654480E-8 	8.17E-1    	-99.98    	16431.00	22.7 	45.5 	5.996237E+1	2.141426E-4	6.131613E+4	2.309401E-1 	-1.046663E+0	5.773503E-6	4.494403E+1	5.996237E+1
-100.0  	74      	4.156158E+1	1.738643E-7 	8.17E-1    	-99.98    	16431.91	22.7 	45.5 	5.434704E+1	6.784852E-4	6.697553E+4	5.033223E-1 	-1.064397E+0	1.527525E-5	4.156158E+1	5.434704E+1
-100.0  	75      	4.173579E+1	5.045504E-7 	8.17E-1    	-99.98    	16432.81	22.7 	45.5 	5.465069E+1	3.099833E-5	6.664967E+4	5.686241E-1 	-1.063147E+0	1.527525E-5	4.173579E+1	5.465069E+1
-100.0  	76      	4.307785E+1	1.733989E-7 	8.17E-1    	-99.98    	16433.72	22.7 	45.5 	5.666548E+1	4.336747E-4	6.442640E+4	1.000000E-1 	-1.059073E+0	1.527525E-5	4.307785E+1	5.666548E+1
-100.0  	77      	4.249507E+1	7.690570E-7 	8.17E-1    	-99.98    	16434.61	22.7 	45.5 	5.579724E+1	5.099176E-4	6.536940E+4	9.539392E-1 	-1.060697E+0	1.154701E-5	4.249507E+1	5.579724E+1
-100.0  	78      	4.474573E+1	2.654407E-7 	8.17E-1    	-99.98    	16435.52	22.7 	45.5 	5.952236E+1	9.185914E-4	6.167857E+4	8.144528E-1 	-1.049217E+0	5.773503E-6	4.474573E+1	5.952236E+1
-100.0  	79      	4.315984E+1	9.775429E-7 	8.17E-1    	-99.98    	16436.43	22.7 	45.5 	5.676292E+1	4.146925E-4	6.430990E+4	6.082763E-1 	-1.059237E+0	2.516611E-5	4.315984E+1	5.676292E+1
-100.0  	80      	4.452808E+1	6.682808E-8 	8.17E-1    	-99.98    	16437.35	22.7 	45.5 	5.899510E+1	3.425007E-4	6.210480E+4	3.605551E-1 	-1.052730E+0	0.000000E+0	4.452808E+1	5.899510E+1
-100.0  	81      	4.517848E+1	3.631562E-8 	3.50E-1    	-99.98    	16438.25	22.7 	45.5 	6.010470E+1	4.474918E-4	6.108437E+4	1.154701E-1 	-1.049120E+0	1.000000E-5	4.517848E+1	6.010470E+1
-100.0  	82      	4.219600E+1	7.527183E-8 	3.50E-1    	-99.98    	16440.51	22.7 	45.5 	5.525535E+1	4.042647E-4	6.592153E+4	4.041452E-1 	-1.063113E+0	5.773503E-6	4.219600E+1	5.525535E+1
-100.0  	83      	4.334647E+1	1.209043E-7 	3.50E-1    	-99.98    	16441.41	22.7 	45.5 	5.711794E+1	4.581838E-4	6.397157E+4	5.131601E-1 	-1.057530E+0	0.000000E+0	4.334647E+1	5.711794E+1
-100.0  	84      	4.207111E+1	6.298336E-7 	3.50E-1    	-99.98    	16442.31	22.7 	45.5 	5.518051E+1	9.902489E-4	6.606407E+4	1.159023E+0 	-1.061670E+0	1.000000E-5	4.207111E+1	5.518051E+1
-100.0  	85      	4.449050E+1	2.608707E-7 	3.50E-1    	-99.98    	16443.21	22.7 	45.5 	5.910907E+1	6.292396E-4	6.207110E+4	6.557439E-1 	-1.050303E+0	5.773503E-6	4.449050E+1	5.910907E+1
-100.0  	86      	4.416804E+1	4.238950E-7 	3.50E-1    	-99.98    	16444.13	22.7 	45.5 	5.854256E+1	5.729275E-4	6.259797E+4	6.658328E-1 	-1.052363E+0	1.154701E-5	4.416804E+1	5.854256E+1
-100.0  	87      	4.196110E+1	1.243648E-7 	3.50E-1    	-99.98    	16445.03	22.7 	45.5 	5.501656E+1	4.623760E-4	6.624910E+4	5.567764E-1 	-1.061990E+0	0.000000E+0	4.196110E+1	5.501656E+1
-100.0  	88      	4.215649E+1	1.465425E-7 	3.50E-1    	-99.98    	16445.95	22.7 	45.5 	5.537561E+1	4.281910E-4	6.588077E+4	5.131601E-1 	-1.060327E+0	5.773503E-6	4.215649E+1	5.537561E+1
